ship_id,year,port,n_mentions,any_fulldate,status,hv,first_pos,snippet,triage,why
sta barbara,1787,Loreto,1,False,new-candidate,2,1788072," Loreto company. Ten years later, in 1784, he returned to California by changing places with a soldier of the Sta Barbara company, in which he was soon made cor- poral. In 1787 he was transferred to S. Francisco as serge",weak-new,"known ship, undated narrative mention"
sta barbara,1787,San Francisco,1,False,new-candidate,1,218257," Case of Wm. JIcGarrahan. Wash., 1869. AUTHORITIES QUOTED. Ixix Paterua (Antonio) Informes de la Jlision do Sta Barbara, 1787-92. MS. Pattei-son (George), Adventures of a Pioneer of 1340. JIS. Patterson (George W.), Acro",weak-new,"known ship, undated narrative mention"
sta barbara,1790,,2,True,new-candidate,2,1062544,"ch were always unpleasantly visible. See Mission Books. *' Jos6 de Miguel came to CaUfornia in 1790; served at Sta Barbara from June of that year until October 1798, when he was allowed to retire to ]Mex- ico on account ",strong-new,"known ship, dated HoC event, no existing row that year"
sta barbara,1791,,2,True,new-candidate,1,1996876,"eophjrtes before 1800. In fact only 24 neophyte women had raan-ied gente de razon since 1709. Lasuen, in Arch. Sta Barbara, MS., u. 192. ^'Nava's decree, dated Oct. 22, 1791, at Chihuahua, and approved provi- Bionally by",strong-new,"known ship, dated HoC event, no existing row that year"
sta barbara,1792,,3,True,new-candidate,1,1902412," and Dec. 12, 1797 on qualifications, duties, honors, etc. . of friars of the Propaganda Fide ccllcecs. in Arch. Sta Barbara, MS., x. 109- 36; ix. 37^0; Prov. St. Pap., JiS.', xiii. 272-3. ^Sept. 9, 1792, pope's license ",strong-new,"known ship, dated HoC event, no existing row that year"
sta barbara,1792,Monterey,1,False,new-candidate,1,2023063," 129. Some 2,000 hides were tanned at Santa Clara as early as 1792, but very few of them could be sold. At Sta Barbara the cor- poral of the guard was iiaid .S150 per year to attend to the tanning. 33 Prov. Jl<'C., MS., ",weak-new,"known ship, undated narrative mention"
sta barbara,1793,,3,True,new-candidate,1,1954977,"de Anteparaluceta, canon of Puebla, left a legacy of .?500 to the California missions, §36 apiece with §40 for Sta Barbara and Soledad, and §60 for Sta Cruz. Id., xi. 235. On mission trade for this period see next chapte",strong-new,"known ship, dated HoC event, no existing row that year"
sta barbara,1793,San Diego,1,True,new-candidate,1,1954790,"en to Borica, representing the injustice of keeping grain at the same low prices as in years of plenty. Arch. Sta Barbara, MS., vi. 97-101. In 1793, Pedro A. de Anteparaluceta, canon of Puebla, left a legacy of .?500 to ",strong-new,"known ship, dated HoC event, no existing row that year"
sta barbara,1793,Santa Bárbara,1,True,new-candidate,1,2187846,"its foundation, Dee. 4, 17S6, until his death on Feb. 13, 1793. Sta Bdrbnra, Lib. de Mision, MS., 44-o; Arch. Sta Barbara, MS., vii. 5, G; xi. 221. He had been a zealous and faithful worker. His body was buried in the mi",strong-new,"known ship, dated HoC event, no existing row that year"
sta barbara,1794,,1,True,new-candidate,1,2052924," gests a reduction in some of the tariff prices for grain and meat. Prov. St. Pap., MS., X. lo6-7. Prices at Sta BArbara and S. Buenaventura, 1794 to 1821. Arch. Sta Barbara, MS., vii. 44-GG, 80-111; ix. 4S5-7. Sept. 22,",strong-new,"known ship, dated HoC event, no existing row that year"
sta barbara,1795,,5,True,new-candidate,1,1905147,"r- bara, MS., xi. 145-6. 'Oct. 15, 1795, Lasuen's patente de Comision del Santo Oficio sent from Mexico. Arch. Sta Barbara, MS., xi. 56. Several edicts of 1795, 1797, and ISOO in Arch. il/Jsio^es, MS., i. 187-8,228; Doc.",strong-new,"known ship, dated HoC event, no existing row that year"
sta barbara,1795,Monterey,1,False,new-candidate,1,2349596,"03, 206; xvii. 62; Prov. Pec, MS., v. 76. Fur- nished supplies to San Carlos in the hard year of 1795. Arch. Sta Barbara, MS,., ii. 229-30. Bean crop failed in 1795, raising price from §2.50 to §3.50. Proi . St. Pap. , M",weak-new,"known ship, undated narrative mention"
sta barbara,1796,,7,True,new-candidate,1,1897645," eager to come to California, it was best not to permit them to leave without the most urgent reasons. Arch. Sta Barbara, MS., xi. 56-7, 274; ,S'i!. Pcip., Sac., MS., xvii. S; Prov. St. Pap., MS., x.xi. 246; Prov. Rec, M",strong-new,"known ship, dated HoC event, no existing row that year"
sta barbara,1796,Monterey,1,True,new-candidate,2,1762936,"los till February 1796, and at Soledad for 25 years until October 1S21, when he was transferred as invalid to Sta Barbara. He was a kind-hearted, indulgent man, beloved for that reason by the neophytes; and the reader wi",strong-new,"known ship, dated HoC event, no existing row that year"
sta barbara,1796,San Francisco,1,False,new-candidate,1,1865038,"o a good site, but there were many Indians requii-iug a mission, as there were not at the former spot. Arch. Sta Barbara, MS., ii. 75-7. ^^ Prov. St. Pap., Ben. Mil., MS., xxiv. 6, 7; St. Pap., Miss, and Colon., MS., i. ",weak-new,"known ship, undated narrative mention"
sta barbara,1797,,4,True,new-candidate,1,1911871,"consequently all the docu- ments on the subject are needed, only one ortwo being in the college archives. Arch. Sta Barbara, MS., xi. 275-6. Nov. 16, 1797, Borica to viceroy, thinks the matter should be settled, as there",strong-new,"known ship, dated HoC event, no existing row that year"
sta barbara,1797,Monterey,1,False,new-candidate,1,2053639,"JiIS., vi. 100. Wheat, §3 per fanega. Dejjt. St. Pap., S. Josi, MS., i. 69. Freight on grain from Angeles to Sta Barbara 7 reals. Prov. Rec., MS., iv. 82-3. 1797, wool 18 reals per arroba (9 cents per pound). Id., iv. 91",weak-new,"known ship, undated narrative mention"
sta barbara,1797,San Francisco,1,False,new-candidate,1,2036064,"rancho. After 1797 an account was made of the hides, which before had been left to the soldiers. ""Efforts at Sta Barbara. Prov. Eec, MS., iv. 66. Rancheros must keep sheep or live in the pueblos. Id., iv. 86. Introduced ",weak-new,"known ship, undated narrative mention"
sta barbara,1797,Santa Bárbara,1,True,new-candidate,1,1853000,"ov. St. Pap., MS., .^v. 82. Sept. 8th, Lasuen's report of foundation. St. Pap., Sac., MS., xviii. 26-7; Airh. .sta Barbara, MS., vi. 24-5. Sept. 8th, certificate of Sergt. Olivera; he calls the site Achoic. Prov. Pec, MS",strong-new,"known ship, dated HoC event, no existing row that year"
sta barbara,1798,Bodega,1,True,new-candidate,1,1797542,"berni to B., Indians refuse to go to Bodega from fear. Prcv. Si. Pop., MS., xvii. 152. !May 25th, Prlncem at Sta Barbara with supplies. 'Will remain as a coast- guard. Id., xxi. 201-2. June 8th, B. to commandants. If Pre",strong-new,"known ship, dated HoC event, no existing row that year"
sta barbara,1798,Monterey,4,True,new-candidate,1,1801553,"8, viceroy to gov. Prov. St. Pap., JIS., xvii. 82. Kov. l.Sth, bishop to i^adrcs, and Lasuen's refus.il. Arch. Sta Barbara, ]MS., x. 07-72; xii. 235-7; vi. 290-7. Jan. 31st, Borica to V. R., sends SI, COO as a personal c",strong-new,"known ship, dated HoC event, no existing row that year"
sta barbara,1798,San Diego,2,True,new-candidate,1,1941348," 2od, circular of president requiring padres to promote learning Spanish and forbid the use of vernacular. Arch. Sta Barbara, ilS., xi. 120. Dec. 1798, Borica says that Sitjar of San Miguel teaches iu the vernacular. Pro",strong-new,"known ship, dated HoC event, no existing row that year"
sta barbara,1798,Santa Bárbara,2,True,new-candidate,1,1859020,"tation for piety both at home and in the cnisades. June loth, Lasuen to Borica reporting the foundation. Arch. Sta Barbara, MS., vi. 25-7: xi. 11; Arch. Arzohhpado, MS., i. 47-9. July 12th, B. to Lasuen. Prov. Bee. MS., ",strong-new,"known ship, dated HoC event, no existing row that year"
sta barbara,1799,,2,True,new-candidate,1,2019532," asking them to come to some conclusion how best to instruct neophytes without risk to Christian duties. Arch. Sta Barbara, MS., ix. 173- 4; Prov. St. Pap., MS., xvii. 339; Prov. Rec, MS.,viii. 193. Jan. 22, ISOO, Lasuen",strong-new,"known ship, dated HoC event, no existing row that year"
sta barbara,1799,Monterey,1,True,new-candidate,1,1935424," San Francisco, Dec. 11th, and more favorable to the padi-es than the others. Goycoechea, Rexpuesta, etc., MS., Sta Barbara, Dec. 14th; .SV(/, Hcspue.tta, etc., MS., Monterey, Dec. loth; Rodrir/uez, Eespuesla, etc., MS.,",strong-new,"known ship, dated HoC event, no existing row that year"
sta barbara,1799,San Diego,1,True,new-candidate,1,1800428,"ne 2Sth; left Monterey Sept. 4th; left San Diego Nov. Sth; arrived S. Bias Nov. 22d. The Princesri arrived at Sta Barbara IMay 27th with ICO men, many sick with scurvy; was at San Diego from June to October; and sailed w",strong-new,"known ship, dated HoC event, no existing row that year"
sta barbara,1799,San Francisco,1,True,new-candidate,1,2309138,"ignature appears ou the San Francisco books until Aug. 19, 1799. S. Francisco, Lib. de Mixion, JIS., 44; Arch. Sta Barbara, MS., xi. 60, 220; Arch. Arzobinpado, MS., i. 57. Of Antonio Danti we only know that he was minis",strong-new,"known ship, dated HoC event, no existing row that year"
sta barbara,1800,,4,True,new-candidate,1,1847096," his old mission of San Antonio in same original; Vahid, Mnrroy, from Lasnen's letters of July 25th, in Arch. Sta Barbara, MS., vi. 23-4; Vaheil, Piua, from Borica, July 3Ist, in Prov. i?ef., MS., vi. 94-6. -* Sail Mii/i",strong-new,"known ship, dated HoC event, no existing row that year"
sta barbara,1800,Santa Bárbara,1,True,new-candidate,1,1938364,"panish. And finally Lasuen, while maintaining that it was use- "" Tapis and CorUs, Replica de los Ministros dc Sta Barbara d la Hespiiesta que did el Comandante Goycoechea d las quince pregunlasde JUorica sobre abusos de ",strong-new,"known ship, dated HoC event, no existing row that year"
sta barbara,1801,,1,False,new-candidate,2,1791195," One of the daughters was the mother of Eafael Pinto. S. Fran- cisco, Lib. Misioii, MS., 24-5, 28, 32, 59-00; Sta Barbara, Lib. JPision, MS., 5; Amador, Mernorias, MS., 1-6; Pinto, Apuntaciones, MS., 1; Perez, Recu- crdo",weak-new,"known ship, undated narrative mention"
sta barbara,1802,San Francisco,1,False,new-candidate,1,151944,". F. 1S5G. Goyeoechea (Felipe), Diario de Exploracion, 1708. MS. Goycoeehea (Felipe), Escritos del Comandante de Sta Barbara, 17S5-180G. MS. Goyeoechea (Felipe), Mcdios para cl Fomcnto de Californias, 1305. MS. Goycoeehe",weak-new,"known ship, undated narrative mention"
sta barbara,1803,Loreto,1,True,new-candidate,2,368617,"0, 3,900 bush.; largest crop, 10,150 bush, in 1804; smaHest, 2,860 bush, in 1803; average 6,216 bush. '^^Arch. Sta Barbara, MS., ix. 496. '"" Vicente de Santa ]\Iaria M^as a ' son' of the Franciscan province of Bur- gos, ",strong-new,"known ship, dated HoC event, no existing row that year"
sta barbara,1804,San Diego,2,True,new-candidate,1,2244813,"r was dated Aug. 22d, and he sailed from San Diego on Jan. 16, 1800. He died in 1804 at the college. Arch. Sta Barbara, MS., xi. 60-1, 283, 294; Arch. Ai-zo- bispado, MS., i. 56; 8. Francisco, Lib. de Mision, MS.; S. Lui",strong-new,"known ship, dated HoC event, no existing row that year"
sta barbara,1807,Monterey,1,True,new-candidate,2,535042,"buy half of all hemp produced at 20 reals per fanega. S.Joae, Arch., MS., iii. 79. June 16, 1807, Sanchez at Sta Barbara sa3's the journey from the honp-fields to the port re- quires five days, a mule carrying 200 pounds",strong-new,"known ship, dated HoC event, no existing row that year"
sta barbara,1808,San Francisco,1,True,new-candidate,2,535436,"ndantes of Monterey and San Francisco to pay $4 per arroba. Id., xix. 216. March 1808, hemp growing finely at Sta Barbara and Los Angeles. Id., xix. 236. Aug. 6th, comandante asks governor for instruc- tions. Harvesters ",strong-new,"known ship, dated HoC event, no existing row that year"
sta barbara,1810,San Diego,1,False,new-candidate,2,537247,",582 lbs.; San Fernando, 7,600 lbs.; Sta Int^s, 12,508 lbs.; S. Buenaventura, 9,908 lbs.; San Luis, 2,044 lbs.; Sta Barbara Presidio ware- house, last year's crop, 28,963 lbs.; San Diego, 44,781 lbs.; 13 settlers, 37,530",weak-new,"known ship, undated narrative mention"
sta barbara,1810,San Francisco,1,False,new-candidate,2,332896,"o Avila and Teodoro Silvas 305. Juan Capisfrano, Lib. Mision, MS., 26-9; St. Pap., Miss., MS., W. 22-3; Arch. Sta Barbara, MS., xii. 06, 71, 79. The first baptism iii the new church took place on Oct. ISth. 31 Juan Norbe",weak-new,"known ship, undated narrative mention"
sta barbara,1812,Monterey,1,False,new-candidate,2,792516,"dres confident in Indian loyalty and bravery. Arch. Arzob., MS., iv. j)t. i. 31 et al. EipoU's preparations at Sta Barbara. Id., iv. 17, 20. CONSTITUTION OF 1812. 2C5 of each parish on the first clia de fiesta after tho ",weak-new,"known ship, undated narrative mention"
sta barbara,1813,,1,False,new-candidate,2,1072353,"8,730 bush.; 1820, 5,270; largest, 7,720 in 1812; smallest, 3,950 in 1813; average, 6,210 bush. ^1 For map of Sta Barbara district see chap. xxv. ^'^ Jos6 Dario ArgUello was bom at Queretaro about 1753, and enlisted in 1",weak-new,"known ship, undated narrative mention"
sta barbara,1817,Monterey,1,False,new-candidate,2,1273224,"e province. Doc. IJist. CaL, MS., iv. 265-6, 269. 1817, three men for breaking open a box of playing-cards at Sta Barbara sentenced to hard work in irons. Guerra, Doc. Hist. CaL, MS., iii. 81. 1817, a man at JUSTICE AND ",weak-new,"known ship, undated narrative mention"
sta barbara,1818,,2,True,new-candidate,2,1104209,"zob., MS., ii. 89. Governor's consent to the change March 16th-30th. Prov. Pec, MS., xii. 104-5. Aid sent from Sta Barbara, April. Prov. St. Pap., MS., xix. 343. Old site Alsacujii, on south side of Rio de Sta Rosa, or S",strong-new,"known ship, dated HoC event, no existing row that year"
